After_School_Free_Time,Grades
0.0,31.83105262221349
0.33444816053511706,12.34458456247014
0.6688963210702341,9.376517092795758
1.0033444816053512,22.360277759253723
1.3377926421404682,0.0
1.6722408026755853,31.00192762736034
2.0066889632107023,29.529294789398865
2.3411371237458196,24.947025507572736
2.6755852842809364,25.60468226248325
3.0100334448160533,31.482036445812955
3.3444816053511706,28.53421930935151
3.678929765886288,33.02737908786541
4.013377926421405,21.760294986374216
4.3478260869565215,29.907680276853405
4.682274247491639,24.1664130082195
5.016722408026756,35.82712497715431
5.351170568561873,38.014574072390126
5.68561872909699,40.22627150725337
6.020066889632107,18.01154236824898
6.354515050167224,38.46827989453081
6.688963210702341,16.886199187452007
7.023411371237458,33.93798884494357
7.357859531772576,11.126187143253832
7.6923076923076925,10.521256353487889
8.02675585284281,37.13868786863352
8.361204013377927,35.80263282133732
8.695652173913043,27.403748883908634
9.03010033444816,22.3961553172893
9.364548494983278,7.943015016815583
9.698996655518394,14.981014809066954
10.033444816053512,18.31632131156399
10.367892976588628,34.30215491082878
10.702341137123746,30.673538623549657
11.036789297658864,6.755582067474585
11.37123745819398,16.772746506697526
11.705685618729097,20.06844341039669
12.040133779264213,22.237033616674566
12.37458193979933,18.807336497027826
12.709030100334449,15.219225806061118
13.043478260869565,41.72753665567818
13.377926421404682,24.739694875706018
13.7123745819398,15.924820896485025
14.046822742474916,14.922853019987887
14.381270903010034,18.44188169474113
14.715719063545151,14.288005493929031
15.050167224080267,38.22878949060103
15.384615384615385,15.181449198369295
15.719063545150501,32.30943820638454
16.05351170568562,12.050593085982385
16.387959866220736,41.277543802748326
16.722408026755854,46.63942633585986
17.05685618729097,27.4713587540365
17.391304347826086,27.74420858290696
17.725752508361204,35.98151919489217
18.06020066889632,40.19331783177943
18.39464882943144,19.74602412512474
18.729096989966557,48.34810350080539
19.06354515050167,44.870732174615526
19.39799331103679,37.705925327542275
19.732441471571907,32.05963475909762
20.066889632107024,13.848212387913788
20.401337792642142,47.62696801575639
20.735785953177256,19.477492232580847
21.070234113712374,41.76931042789885
21.40468227424749,39.35562621529604
21.73913043478261,25.988751911279284
22.073578595317727,42.3549988581064
22.40802675585284,36.152719775689086
22.74247491638796,22.998603028940984
23.076923076923077,15.325594177138777
23.411371237458194,44.83762849084786
23.745819397993312,34.101213007444706
24.080267558528426,25.112846148826907
24.414715719063544,26.55138550118225
24.74916387959866,22.15686953119263
25.08361204013378,52.30147793027471
25.418060200668897,31.180245663871364
25.752508361204015,18.350704807765712
26.08695652173913,32.25400075871544
26.421404682274247,41.747957221785846
26.755852842809364,45.662824384000196
27.090301003344482,34.65944722434566
27.4247491638796,25.04828776787731
27.759197324414714,32.363924322757384
28.093645484949832,47.06148678353743
