Home_to_School_Travel_Time,Grades
0.0,14.280235676166258
0.33444816053511706,28.18785163827152
0.6688963210702341,33.56325396226909
1.0033444816053512,58.788951075243055
1.3377926421404682,45.37923189838931
1.6722408026755853,96.61882148756237
2.0066889632107023,78.41507600240757
2.3411371237458196,53.75319420740148
2.6755852842809364,28.424785437177412
3.0100334448160533,96.37314705867604
3.3444816053511706,94.08798427742838
3.678929765886288,43.164022967564165
4.013377926421405,55.14393058038202
4.3478260869565215,58.94622675305724
4.682274247491639,39.90425684236645
5.016722408026756,33.44592563386898
5.351170568561873,28.19667385407939
5.68561872909699,63.067436491896935
6.020066889632107,81.00134408415049
6.354515050167224,67.70080154013553
6.688963210702341,84.97258268844465
7.023411371237458,37.335469604094015
7.357859531772576,65.43284467946144
7.6923076923076925,64.73032130685823
8.02675585284281,26.67987332522298
8.361204013377927,0.17747061047622245
8.695652173913043,36.30183409830543
9.03010033444816,36.13078055293372
9.364548494983278,55.884693801848705
9.698996655518394,66.18647205423913
10.033444816053512,69.80221481950105
10.367892976588628,24.33899038944868
10.702341137123746,29.37971265806499
11.036789297658864,9.61019970872453
11.37123745819398,61.890416647349575
11.705685618729097,33.24449223064244
12.040133779264213,23.65492361764391
12.37458193979933,5.153029623945516
12.709030100334449,2.448964087209091
13.043478260869565,27.15388281524826
13.377926421404682,95.52447203546444
13.7123745819398,76.503122104487
14.046822742474916,2.009324190104247
14.381270903010034,4.672249696159056
14.715719063545151,24.629526963978204
15.050167224080267,29.437140627400282
15.384615384615385,47.79237964668402
15.719063545150501,69.99082562803045
16.05351170568562,3.870537715712954
16.387959866220736,74.38552178854661
16.722408026755854,40.59874843979524
17.05685618729097,53.054973190762475
17.391304347826086,19.958786969988413
17.725752508361204,34.46633046582397
18.06020066889632,87.21179301572953
18.39464882943144,94.75071759692743
18.729096989966557,96.61260841170889
19.06354515050167,95.30070791721398
19.39799331103679,7.364216393065941
19.732441471571907,93.51040749152436
20.066889632107024,60.001536474660746
20.401337792642142,67.14884657527963
20.735785953177256,71.83161280259262
21.070234113712374,87.84509257277456
21.40468227424749,42.780385663164516
21.73913043478261,57.58089384391373
22.073578595317727,29.798319080568366
22.40802675585284,53.15256183961715
22.74247491638796,23.488659679204897
23.076923076923077,39.05622000017554
23.411371237458194,10.156534411424934
23.745819397993312,82.1705466591916
24.080267558528426,67.56675511968
24.414715719063544,85.91879652689032
24.74916387959866,8.754309282541465
25.08361204013378,96.20941123100908
25.418060200668897,16.777310952087017
25.752508361204015,39.33571248167721
26.08695652173913,1.2183266183655532
26.421404682274247,10.286194125138838
26.755852842809364,11.538240003081157
27.090301003344482,51.212976758258435
27.4247491638796,9.561511964622413
27.759197324414714,91.49424272980148
28.093645484949832,24.183517402770573
