After_School_Free_Time,Grades
0.0,0.059680697782349856
0.33444816053511706,1.3337774508751532
0.6688963210702341,-0.5054534765437613
1.0033444816053512,2.2588829180746712
1.3377926421404682,0.2769915687662592
1.6722408026755853,1.0707277727551099
2.0066889632107023,1.6626541003486486
2.3411371237458196,1.8327768080240827
2.6755852842809364,-0.6252435746014373
3.0100334448160533,1.2164395612131682
3.3444816053511706,2.638095379333751
3.678929765886288,0.6486513509177274
4.013377926421405,3.7216203345664454
4.3478260869565215,3.452676484044053
4.682274247491639,1.7636354099980287
5.016722408026756,1.3942110910384975
5.351170568561873,3.8130116978889723
5.68561872909699,2.406378298817492
6.020066889632107,1.4848185643703071
6.354515050167224,3.041511722315611
6.688963210702341,5.193663395873942
7.023411371237458,5.014351386148632
7.357859531772576,4.302913710721171
7.6923076923076925,3.31629135744638
8.02675585284281,2.409206038021266
8.361204013377927,4.669846925056532
8.695652173913043,4.099631460043252
9.03010033444816,4.1211540706976795
9.364548494983278,5.364593994150899
9.698996655518394,4.214981593658998
10.033444816053512,3.7013352922308536
10.367892976588628,3.3793231550625418
10.702341137123746,4.099475815849385
11.036789297658864,3.8895252779423455
11.37123745819398,4.8829946888321345
11.705685618729097,5.836469224699318
12.040133779264213,7.9472831240500525
12.37458193979933,4.411582881175995
12.709030100334449,5.290057576247687
13.043478260869565,5.193446908739896
13.377926421404682,6.390922547912624
13.7123745819398,5.62040965617106
14.046822742474916,8.517121102512721
14.381270903010034,8.815355793799554
14.715719063545151,6.8947181416739225
15.050167224080267,5.939288715565965
15.384615384615385,6.148509629153608
15.719063545150501,5.953991604330319
16.05351170568562,6.948859158219172
16.387959866220736,8.180208921798853
16.722408026755854,8.016876593343788
17.05685618729097,10.036858702651363
17.391304347826086,6.988703501254546
17.725752508361204,8.30852090064237
18.06020066889632,8.075242737678103
18.39464882943144,9.964488934673595
18.729096989966557,11.31885459932513
19.06354515050167,10.537178242270901
19.39799331103679,8.072480574181924
19.732441471571907,11.184368423263093
20.066889632107024,9.870620085538945
20.401337792642142,8.97134019324977
20.735785953177256,10.429312128389265
21.070234113712374,10.744873887290046
21.40468227424749,10.856059949046706
21.73913043478261,12.59761742884696
22.073578595317727,9.970764365395988
22.40802675585284,9.85242944996373
22.74247491638796,12.405565249958798
23.076923076923077,11.94655292804342
23.411371237458194,10.120130678923179
23.745819397993312,12.281111090903389
24.080267558528426,12.406898357268892
24.414715719063544,13.165915302840956
24.74916387959866,13.767403148167201
25.08361204013378,11.47643555331761
25.418060200668897,12.167714921033914
25.752508361204015,11.572813788706169
26.08695652173913,11.381582348740373
26.421404682274247,12.469231863758433
26.755852842809364,13.876687404160077
27.090301003344482,11.806439089046275
27.4247491638796,12.989951734479364
27.759197324414714,14.744387195434548
28.093645484949832,16.01566044529557
28.42809364548495,12.631323373187804
28.762541806020067,13.521963121417668
29.096989966555185,12.933916130525787
29.431438127090303,14.704002134682867
29.765886287625417,14.001209762355687
30.100334448160535,15.870990817667273
30.434782608695652,13.250588784933807
30.76923076923077,15.477397179741155
31.103678929765888,14.941476647449353
31.438127090301002,15.07464251964576
31.77257525083612,14.374465624511785
32.10702341137124,14.550197439720993
32.441471571906355,16.062514590917313
32.77591973244147,17.32185222400044
33.11036789297659,18.449201708398185
33.44481605351171,15.309895565925405
33.779264214046826,15.906312667966302
34.11371237458194,18.75232370040643
34.448160535117054,18.56305417541411
34.78260869565217,17.776703438022796
